Date,Time,Time_End,Duration_Min,Sport,Discipline,Discipline_AR,Phase,Gender,Venue,Country_Entries,Event_ID,Source_URL
2026-05-19,11:30:00,13:00:00,90,Shooting,Women’s 10m Air Pistol Qualification,المسدس 10م هوائي سيدات - تصفيات,Qualification,Women,Lusail Shooting Range,,COM-2026-0465,https://gccgames.qa/frontend/schedule-competition
2026-05-19,12:00:00,13:00:00,60,Shooting,Women’s Trap Final,نهائي تراب فردي سيدات,Final,Women,Lusail Shooting Range,,COM-2026-0453,https://gccgames.qa/frontend/schedule-competition
2026-05-19,12:15:00,13:15:00,60,Shooting,Men’s 10m Air Pistol Final,نهائي المسدس 10م هوائي رجال,Final,Men,Lusail Shooting Range,,COM-2026-0466,https://gccgames.qa/frontend/schedule-competition
2026-05-19,13:15:00,14:15:00,60,Shooting,Men’s Trap Final,نهائي تراب فردي رجال,Final,Men,Lusail Shooting Range,,COM-2026-0454,https://gccgames.qa/frontend/schedule-competition
2026-05-19,14:15:00,15:15:00,60,Shooting,Women’s 10m Air Pistol Final,نهائي المسدس 10م هوائي سيدات,Final,Women,Lusail Shooting Range,,COM-2026-0467,https://gccgames.qa/frontend/schedule-competition
2026-05-20,9:30:00,11:00:00,90,Shooting,Mixed 10m Air Pistol Qualification,المسدس 10م هوائي مختلط - تصفيات,Qualification,Mixed,Lusail Shooting Range,,COM-2026-0468,https://gccgames.qa/frontend/schedule-competition
2026-05-20,11:45:00,12:45:00,60,Shooting,Mixed 10m Air Pistol Final,نهائي المسدس 10م هوائي مختلط,Final,Mixed,Lusail Shooting Range,,COM-2026-0469,https://gccgames.qa/frontend/schedule-competition
2026-05-20,12:45:00,13:45:00,60,Shooting,Mixed Trap Team Final,نهائي تراب فرق مختلط,Final,Mixed,Lusail Shooting Range,,COM-2026-0455,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0241,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0242,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0243,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0244,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0245,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0246,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0247,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0248,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0249,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0250,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0251,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0252,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,12:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0253,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,12:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0254,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,12:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0255,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,12:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0256,https://gccgames.qa/frontend/schedule-competition
2026-05-16,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0257,https://gccgames.qa/frontend/schedule-competition
2026-05-16,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0258,https://gccgames.qa/frontend/schedule-competition
2026-05-16,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,6 كرات فردي رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0259,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0260,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0261,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0262,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0263,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0264,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0265,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0266,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0267,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0268,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0269,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0270,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,فردي رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0271,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0272,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0273,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0274,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,فردي رجال,Quarter Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0275,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0276,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,12:00:00,120,Snooker,Men’s Singles,فردي رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0277,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0279,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0280,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0281,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0282,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,15:00:00,120,Snooker,Men’s Singles,فردي رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0278,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,16:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0283,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,16:00:00,180,Snooker,Men’s Team,فرق رجال,Qualification,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0284,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0285,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,13:00:00,180,Snooker,Men’s Team,فرق رجال,Semi Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0286,https://gccgames.qa/frontend/schedule-competition
2026-05-19,13:00:00,16:00:00,180,Snooker,Men’s Team,فرق رجال,Final,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0287,https://gccgames.qa/frontend/schedule-competition
2026-05-12,9:00:00,09:25:00,25,Swimming,Boys 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,OMA,QAT",COM-2026-0494,https://gccgames.qa/frontend/schedule-competition
2026-05-12,9:20:00,11:50:00,150,Swimming,Boys 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0495,https://gccgames.qa/frontend/schedule-competition
2026-05-12,9:40:00,12:10:00,150,Swimming,Boys 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT,UAE",COM-2026-0496,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,12:30:00,150,Swimming,Boys 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT,UAE",COM-2026-0497,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:20:00,12:50:00,150,Swimming,Boys 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0498,https://gccgames.qa/frontend/schedule-competition
2026-05-13,9:00:00,09:20:00,20,Swimming,Boys 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT",COM-2026-0499,https://gccgames.qa/frontend/schedule-competition
2026-05-13,9:20:00,11:50:00,150,Swimming,Boys 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,QAT,UAE",COM-2026-0500,https://gccgames.qa/frontend/schedule-competition
2026-05-13,9:40:00,12:10:00,150,Swimming,Boys 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT,UAE",COM-2026-0501,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,12:30:00,150,Swimming,Boys 200m Backstroke Heat 1,سباحة 200م ظهر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0502,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:20:00,10:50:00,30,Swimming,Boys 400m Freestyle Relay Heat 1,تتابع 400م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0503,https://gccgames.qa/frontend/schedule-competition
2026-05-14,9:00:00,09:20:00,20,Swimming,Boys 400m Individual Medley Heat 1,سباحة 400م متنوع بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0504,https://gccgames.qa/frontend/schedule-competition
2026-05-14,9:20:00,11:50:00,150,Swimming,Boys 100m Breaststroke Heat 1,سباحة 100م صدر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,QAT",COM-2026-0505,https://gccgames.qa/frontend/schedule-competition
2026-05-14,9:40:00,12:10:00,150,Swimming,Boys 200m Freestyle Heat 1,سباحة 200م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0506,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,12:30:00,150,Swimming,Boys 50m Butterfly Heat 1,سباحة 50م فراشة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KUW,OMA",COM-2026-0507,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:10:00,12:40:00,150,Swimming,Boys 50m Butterfly Heat 2,سباحة 50م فراشة بنين - الجولة 2,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,QAT,UAE",COM-2026-0508,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:20:00,10:50:00,30,Swimming,Boys 800m Freestyle Relay Heat 1,تتابع 800م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0509,https://gccgames.qa/frontend/schedule-competition
2026-05-15,9:00:00,09:30:00,30,Swimming,Boys 1500m Freestyle Heat 1,سباحة 1500م حرة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT",COM-2026-0510,https://gccgames.qa/frontend/schedule-competition
2026-05-15,9:30:00,12:00:00,150,Swimming,Boys 50m Backstroke Heat 1,سباحة 50م ظهر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,OMA,QAT,UAE",COM-2026-0511,https://gccgames.qa/frontend/schedule-competition
2026-05-15,10:00:00,12:30:00,150,Swimming,Boys 100m Butterfly Heat 1,سباحة 100م فراشة بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT,UAE",COM-2026-0512,https://gccgames.qa/frontend/schedule-competition
2026-05-15,10:20:00,12:50:00,150,Swimming,Boys 200m Breaststroke Heat 1,سباحة 200م صدر بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,QAT",COM-2026-0513,https://gccgames.qa/frontend/schedule-competition
2026-05-15,10:40:00,11:10:00,30,Swimming,Boys 400m Medley Relay Heat 1,تتابع 400م متنوع بنين - الجولة 1,Heats,Men,Hamad Aquatics Centre,"BRN,KSA,KUW,QAT",COM-2026-0514,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0288,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0289,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0290,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0291,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0292,https://gccgames.qa/frontend/schedule-competition
2026-05-12,10:00:00,10:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0293,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0294,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0295,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0296,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0297,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0298,https://gccgames.qa/frontend/schedule-competition
2026-05-12,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0299,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0300,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0301,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0302,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0303,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0304,https://gccgames.qa/frontend/schedule-competition
2026-05-12,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0305,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,10:45:00,45,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0306,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,10:45:00,45,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0307,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,10:45:00,45,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0308,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:00:00,10:45:00,45,Table Tennis,Mixed Doubles Round of 16,زوجي مختلط دور 16,Round of 16,Mixed,Aspire Dome,,COM-2026-0309,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0310,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0311,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Women’s Doubles Round of 16,زوجي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0312,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0313,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0314,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0315,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0316,https://gccgames.qa/frontend/schedule-competition
2026-05-13,10:50:00,11:35:00,45,Table Tennis,Men’s Doubles Round of 16,زوجي رجال دور 16,Round of 16,Men,Aspire Dome,,COM-2026-0317,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,12:25:00,45,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0318,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,12:25:00,45,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0319,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,12:25:00,45,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0320,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:40:00,12:25:00,45,Table Tennis,Mixed Doubles Quarterfinal,زوجي مختلط ربع نهائي,Quarterfinal,Mixed,Aspire Dome,,COM-2026-0321,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0322,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0323,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0324,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0325,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0326,https://gccgames.qa/frontend/schedule-competition
2026-05-13,15:00:00,15:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0327,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0328,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0329,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Women’s Team Qualification,فرق سيدات,Qualification,Women,Aspire Dome,,COM-2026-0330,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0331,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0332,https://gccgames.qa/frontend/schedule-competition
2026-05-13,19:00:00,19:45:00,45,Table Tennis,Men’s Team Qualification,فرق رجال,Qualification,Men,Aspire Dome,,COM-2026-0333,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,10:45:00,45,Table Tennis,Men’s Singles Round of 32,فردي رجال دور 32,Round of 32,Men,Aspire Dome,,COM-2026-0334,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,10:45:00,45,Table Tennis,Men’s Singles Round of 32,فردي رجال دور 32,Round of 32,Men,Aspire Dome,,COM-2026-0335,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,10:45:00,45,Table Tennis,Women’s Singles Round of 32,فردي سيدات دور 32,Round of 32,Women,Aspire Dome,,COM-2026-0336,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:00:00,10:45:00,45,Table Tennis,Women’s Singles Round of 32,فردي سيدات دور 32,Round of 32,Women,Aspire Dome,,COM-2026-0337,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:50:00,11:35:00,45,Table Tennis,Mixed Doubles Semifinal,زوجي مختلط نصف نهائي,Semifinal,Mixed,Aspire Dome,,COM-2026-0338,https://gccgames.qa/frontend/schedule-competition
2026-05-14,10:50:00,11:35:00,45,Table Tennis,Mixed Doubles Semifinal,زوجي مختلط نصف نهائي,Semifinal,Mixed,Aspire Dome,,COM-2026-0339,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,12:25:00,45,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0340,https://gccgames.qa/frontend/schedule-competition
2026-05-14,11:40:00,12:25:00,45,Table Tennis,Women’s Singles Round of 16,فردي سيدات دور 16,Round of 16,Women,Aspire Dome,,COM-2026-0341,https://gccgames.qa/frontend/schedule-competition
