Date,Time,Time_End,Duration_Min,Sport,Discipline,Discipline_AR,Phase,Status,Gender,Venue,Country_Entries,Event_ID,Source_URL
2026-05-14,17:00:00,18:00:00,60,Billiards,Men’s 9-Ball Singles Match No 11,11 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"QAT,UAE",COM-2026-0224,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:00:00,18:00:00,60,Billiards,Men’s 9-Ball Singles Match No 12,12 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,KUW,COM-2026-0225,https://gccgames.qa/frontend/schedule-competition
2026-05-14,19:00:00,20:00:00,60,Billiards,Men’s 9-Ball Singles Match No 17,17 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0226,https://gccgames.qa/frontend/schedule-competition
2026-05-14,19:00:00,20:00:00,60,Billiards,Men’s 9-Ball Singles Match No 20,20 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0227,https://gccgames.qa/frontend/schedule-competition
2026-05-14,19:00:00,20:00:00,60,Billiards,Men’s 9-Ball Singles Match No 21,21 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0228,https://gccgames.qa/frontend/schedule-competition
2026-05-14,19:00:00,20:00:00,60,Billiards,Men’s 9-Ball Singles Match No 22,كرات فردي رجال 9 مباراة رقم 22,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0229,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,14:00:00,60,Billiards,Men’s 9-Ball Singles Match No 23,23 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0232,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,14:00:00,60,Billiards,Men’s 9-Ball Singles Match No 24,24 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0233,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,16:00:00,60,Billiards,Men’s 9-Ball Singles Match No 25,25 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0234,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,16:00:00,60,Billiards,Men’s 9-Ball Singles Match No 26,26 كرات فردي رجال 9 مباراة رقم,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0235,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,18:00:00,60,Billiards,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0236,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,18:00:00,60,Billiards,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0237,https://gccgames.qa/frontend/schedule-competition
2026-05-15,19:00:00,20:00:00,60,Billiards,Men’s 9-Ball Singles Final,كرات فردي رجال 9 النهائي,Semi Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0238,https://gccgames.qa/frontend/schedule-competition
2026-05-12,16:00:00,18:00:00,120,Bowling,Men Singles,فردي رجال,Standing,Scheduled,Men,Qatar Bowling Center,"KSA,KUW,OMA,QAT,UAE",COM-2026-0589,https://gccgames.qa/frontend/schedule-competition
2026-05-13,16:00:00,18:00:00,120,Bowling,Men Doubles,زوجي رجال,Standing,Official,Men,Qatar Bowling Center,,COM-2026-0713,https://gccgames.qa/frontend/schedule-competition
2026-05-14,16:00:00,17:36:00,96,Bowling,Men Trio,ثلاثي رجال,Final,Official,Men,Qatar Bowling Center,,COM-2026-0769,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:00:00,18:30:00,90,Boxing,Men’s 55 kg,55 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"QAT,UAE",COM-2026-0154,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:30:00,19:00:00,90,Boxing,Men’s 60 kg,60 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"BRN,UAE",COM-2026-0156,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:45:00,19:15:00,90,Boxing,Men’s 60 kg,60 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"KSA,QAT",COM-2026-0157,https://gccgames.qa/frontend/schedule-competition
2026-05-13,18:00:00,19:30:00,90,Boxing,Men’s 75 kg,75 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"KSA,QAT",COM-2026-0158,https://gccgames.qa/frontend/schedule-competition
2026-05-13,18:15:00,19:45:00,90,Boxing,Men’s 75 kg,75 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"KSA,UAE",COM-2026-0159,https://gccgames.qa/frontend/schedule-competition
2026-05-13,18:30:00,20:00:00,90,Boxing,Men’s 80 kg,80 كجم رجال,Semifinals,Scheduled,Men,Aspire Dome,"BRN,KSA",COM-2026-0160,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:00:00,18:30:00,90,Boxing,Men’s 55 kg,55 كجم رجال,Final,Scheduled,Men,Aspire Dome,"KSA,QAT",COM-2026-0162,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:15:00,18:45:00,90,Boxing,Men’s 60 kg,60 كجم رجال,Final,Scheduled,Men,Aspire Dome,"BRN,KSA",COM-2026-0163,https://gccgames.qa/frontend/schedule-competition
2026-05-14,17:45:00,19:15:00,90,Boxing,Men’s 75 kg,75 كجم رجال,Final,Scheduled,Men,Aspire Dome,"BRN,QAT",COM-2026-0164,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:00:00,19:30:00,90,Boxing,Men’s 80 kg,80 كجم رجال,Final,Scheduled,Men,Aspire Dome,"KSA,UAE",COM-2026-0165,https://gccgames.qa/frontend/schedule-competition
2026-05-13,17:00:00,21:00:00,240,Equestrian,Team Show Jumping,قفز الحواجز فرق,Qualification,Scheduled,Mixed,Qatar Equestrian Federation Grounds,"BRN,KSA,KUW,QAT,UAE",COM-2026-0088,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,20:00:00,180,Equestrian,Individual Show Jumping,قفز الحواجز فردي,Qualification,Scheduled,Mixed,Qatar Equestrian Federation Grounds,,COM-2026-0091,https://gccgames.qa/frontend/schedule-competition
2026-05-15,19:00:00,22:00:00,180,Equestrian,Individual Show Jumping,قفز الحواجز فردي,Semi Final,Scheduled,Mixed,Qatar Equestrian Federation Grounds,,COM-2026-0092,https://gccgames.qa/frontend/schedule-competition
2026-05-15,20:15:00,23:15:00,180,Equestrian,Individual Show Jumping,قفز الحواجز فردي,Final,Scheduled,Mixed,Qatar Equestrian Federation Grounds,,COM-2026-0093,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 1,سيدات سيف الإيبيه - المبارزة 1,Stage #1,Official,Women,Qatar Fencing Hall,"KUW,UAE",COM-2026-0591,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 2,سيدات سيف الإيبيه - المبارزة 2,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,QAT",COM-2026-0592,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 3,سيدات سيف الإيبيه - المبارزة 3,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,OMA",COM-2026-0593,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 4,سيدات سيف الإيبيه - المبارزة 4,Stage #1,Official,Women,Qatar Fencing Hall,"KUW,UAE",COM-2026-0594,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 5,سيدات سيف الإيبيه - المبارزة 5,Stage #1,Official,Women,Qatar Fencing Hall,"KUW,QAT",COM-2026-0595,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 6,سيدات سيف الإيبيه - المبارزة 6,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,OMA",COM-2026-0596,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 7,سيدات سيف الإيبيه - المبارزة 7,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0597,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 8,سيدات سيف الإيبيه - المبارزة 8,Stage #1,Official,Women,Qatar Fencing Hall,"QAT,UAE",COM-2026-0598,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 9,سيدات سيف الإيبيه - المبارزة 9,Stage #1,Official,Women,Qatar Fencing Hall,"KUW,OMA",COM-2026-0599,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 10,سيدات سيف الإيبيه - المبارزة 10,Stage #1,Official,Women,Qatar Fencing Hall,KSA,COM-2026-0600,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 11,سيدات سيف الإيبيه - المبارزة 11,Stage #1,Official,Women,Qatar Fencing Hall,"KUW,QAT",COM-2026-0601,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 12,سيدات سيف الإيبيه - المبارزة 12,Stage #1,Official,Women,Qatar Fencing Hall,"OMA,UAE",COM-2026-0602,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 13,سيدات سيف الإيبيه - المبارزة 13,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0603,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 14,سيدات سيف الإيبيه - المبارزة 14,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0604,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 15,سيدات سيف الإيبيه - المبارزة 15,Stage #1,Official,Women,Qatar Fencing Hall,"OMA,QAT",COM-2026-0605,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 2,سيدات سيف الإيبيه - المبارزة 2,Stage #2,Official,Women,Qatar Fencing Hall,"KUW,UAE",COM-2026-0630,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 3,سيدات سيف الإيبيه - المبارزة 3,Stage #2,Official,Women,Qatar Fencing Hall,KSA,COM-2026-0631,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 4,سيدات سيف الإيبيه - المبارزة 4,Stage #2,Official,Women,Qatar Fencing Hall,"KUW,QAT",COM-2026-0632,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 5,سيدات سيف الإيبيه - المبارزة 5,Stage #2,Official,Women,Qatar Fencing Hall,"KUW,QAT",COM-2026-0633,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 6,سيدات سيف الإيبيه - المبارزة 6,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,UAE",COM-2026-0634,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 7,سيدات سيف الإيبيه - المبارزة 7,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,QAT",COM-2026-0635,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 8,سيدات سيف الإيبيه - المبارزة 8,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0636,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 9,سيدات سيف الإيبيه - المبارزة 9,Stage #2,Official,Women,Qatar Fencing Hall,UAE,COM-2026-0637,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 10,سيدات سيف الإيبيه - المبارزة 10,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,QAT",COM-2026-0638,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 11,سيدات سيف الإيبيه - المبارزة 11,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,UAE",COM-2026-0639,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 12,سيدات سيف الإيبيه - المبارزة 12,Stage #2,Official,Women,Qatar Fencing Hall,"KUW,UAE",COM-2026-0640,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 13,سيدات سيف الإيبيه - المبارزة 13,Stage #2,Official,Women,Qatar Fencing Hall,"QAT,UAE",COM-2026-0641,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 14,سيدات سيف الإيبيه - المبارزة 14,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,UAE",COM-2026-0642,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 15,سيدات سيف الإيبيه - المبارزة 15,Stage #2,Official,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0643,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 16,سيدات سيف الإيبيه - المبارزة 16,Stage #1,Official,Women,Qatar Fencing Hall,"KSA,UAE",COM-2026-0644,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 17,سيدات سيف الإيبيه - المبارزة 17,Stage #1,Scheduled,Women,Qatar Fencing Hall,"KSA,KUW",COM-2026-0645,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 18,سيدات سيف الإيبيه - المبارزة 18,Stage #1,Scheduled,Women,Qatar Fencing Hall,"KUW,OMA",COM-2026-0646,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 19,سيدات سيف الإيبيه - المبارزة 19,Stage #1,Scheduled,Women,Qatar Fencing Hall,"KSA,QAT",COM-2026-0647,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 20,سيدات سيف الإيبيه - المبارزة 20,Stage #1,Scheduled,Women,Qatar Fencing Hall,"KSA,UAE",COM-2026-0648,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 21,سيدات سيف الإيبيه - المبارزة 21,Stage #1,Scheduled,Women,Qatar Fencing Hall,KUW,COM-2026-0649,https://gccgames.qa/frontend/schedule-competition
2026-05-13,11:00:00,14:00:00,180,Fencing,Women’s Épée Bout 1,سيدات سيف الإيبيه - المبارزة 1,Stage #2,Official,Women,Qatar Fencing Hall,"QAT,UAE",COM-2026-0651,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 1,رجال سلاح الشيش - المبارزة 1,Pool #1,Scheduled,Men,Qatar Fencing Hall,UAE,COM-2026-0607,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 2,رجال سلاح الشيش - المبارزة 2,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KSA,OMA",COM-2026-0608,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 3,رجال سلاح الشيش - المبارزة 3,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,QAT",COM-2026-0609,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 4,رجال سلاح الشيش - المبارزة 4,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KUW,UAE",COM-2026-0610,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 5,رجال سلاح الشيش - المبارزة 5,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KSA,UAE",COM-2026-0611,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 6,رجال سلاح الشيش - المبارزة 6,Pool #1,Scheduled,Men,Qatar Fencing Hall,"OMA,QAT",COM-2026-0612,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 7,رجال سلاح الشيش - المبارزة 7,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,KUW",COM-2026-0613,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 8,رجال سلاح الشيش - المبارزة 8,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KSA,UAE",COM-2026-0614,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 9,رجال سلاح الشيش - المبارزة 9,Pool #1,Scheduled,Men,Qatar Fencing Hall,"QAT,UAE",COM-2026-0615,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 10,رجال سلاح الشيش - المبارزة 10,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,OMA",COM-2026-0616,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 11,رجال سلاح الشيش - المبارزة 11,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KSA,KUW",COM-2026-0617,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 12,رجال سلاح الشيش - المبارزة 12,Pool #1,Scheduled,Men,Qatar Fencing Hall,"QAT,UAE",COM-2026-0618,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 13,رجال سلاح الشيش - المبارزة 13,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,UAE",COM-2026-0619,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 14,رجال سلاح الشيش - المبارزة 14,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KUW,OMA",COM-2026-0620,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 15,رجال سلاح الشيش - المبارزة 15,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KSA,QAT",COM-2026-0621,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 16,رجال سلاح الشيش - المبارزة 16,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,UAE",COM-2026-0622,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 17,رجال سلاح الشيش - المبارزة 17,Pool #1,Scheduled,Men,Qatar Fencing Hall,"OMA,UAE",COM-2026-0623,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 18,رجال سلاح الشيش - المبارزة 18,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KUW,QAT",COM-2026-0624,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 19,رجال سلاح الشيش - المبارزة 19,Pool #1,Scheduled,Men,Qatar Fencing Hall,"BRN,KSA",COM-2026-0625,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 20,رجال سلاح الشيش - المبارزة 20,Pool #1,Scheduled,Men,Qatar Fencing Hall,"OMA,UAE",COM-2026-0626,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 21,رجال سلاح الشيش - المبارزة 21,Pool #1,Scheduled,Men,Qatar Fencing Hall,"KUW,UAE",COM-2026-0627,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Pool #2,رجال سلاح الشيش - المجموعة 2,Pool #2,Scheduled,Men,Qatar Fencing Hall,,COM-2026-0652,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 1,رجال سلاح الشيش - المبارزة 1,Pool #2,Scheduled,Men,Qatar Fencing Hall,QAT,COM-2026-0653,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 2,رجال سلاح الشيش - المبارزة 2,Pool #2,Scheduled,Men,Qatar Fencing Hall,"BRN,KUW",COM-2026-0654,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 3,رجال سلاح الشيش - المبارزة 3,Pool #2,Scheduled,Men,Qatar Fencing Hall,"OMA,UAE",COM-2026-0655,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 4,رجال سلاح الشيش - المبارزة 4,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KSA,QAT",COM-2026-0656,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 5,رجال سلاح الشيش - المبارزة 5,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KUW,QAT",COM-2026-0657,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 6,رجال سلاح الشيش - المبارزة 6,Pool #2,Scheduled,Men,Qatar Fencing Hall,"BRN,OMA",COM-2026-0658,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 7,رجال سلاح الشيش - المبارزة 7,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KSA,UAE",COM-2026-0659,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 8,رجال سلاح الشيش - المبارزة 8,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KUW,QAT",COM-2026-0660,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 9,رجال سلاح الشيش - المبارزة 9,Pool #2,Scheduled,Men,Qatar Fencing Hall,"OMA,QAT",COM-2026-0661,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 10,رجال سلاح الشيش - المبارزة 10,Pool #2,Scheduled,Men,Qatar Fencing Hall,"BRN,UAE",COM-2026-0662,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 11,رجال سلاح الشيش - المبارزة 11,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KSA,KUW",COM-2026-0663,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 12,رجال سلاح الشيش - المبارزة 12,Pool #2,Scheduled,Men,Qatar Fencing Hall,"OMA,QAT",COM-2026-0664,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 13,رجال سلاح الشيش - المبارزة 13,Pool #2,Scheduled,Men,Qatar Fencing Hall,"QAT,UAE",COM-2026-0665,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 14,رجال سلاح الشيش - المبارزة 14,Pool #2,Scheduled,Men,Qatar Fencing Hall,"BRN,KSA",COM-2026-0666,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 15,رجال سلاح الشيش - المبارزة 15,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KUW,OMA",COM-2026-0667,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 16,رجال سلاح الشيش - المبارزة 16,Pool #2,Scheduled,Men,Qatar Fencing Hall,"QAT,UAE",COM-2026-0668,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 17,رجال سلاح الشيش - المبارزة 17,Pool #2,Scheduled,Men,Qatar Fencing Hall,QAT,COM-2026-0669,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 18,رجال سلاح الشيش - المبارزة 18,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KSA,OMA",COM-2026-0670,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 19,رجال سلاح الشيش - المبارزة 19,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KUW,UAE",COM-2026-0671,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 20,رجال سلاح الشيش - المبارزة 20,Pool #2,Scheduled,Men,Qatar Fencing Hall,"BRN,QAT",COM-2026-0672,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 21,رجال سلاح الشيش - المبارزة 21,Pool #2,Scheduled,Men,Qatar Fencing Hall,"KSA,QAT",COM-2026-0673,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 1,رجال سلاح الشيش - المبارزة 1,Pool#3,Scheduled,Men,Qatar Fencing Hall,KSA,COM-2026-0691,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 2,رجال سلاح الشيش - المبارزة 2,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,KUW",COM-2026-0692,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 3,رجال سلاح الشيش - المبارزة 3,Pool#3,Scheduled,Men,Qatar Fencing Hall,"QAT,UAE",COM-2026-0693,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 4,رجال سلاح الشيش - المبارزة 4,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,OMA",COM-2026-0694,https://gccgames.qa/frontend/schedule-competition
