Date,Time,Time_End,Duration_Min,Sport,Discipline,Discipline_AR,Phase,Status,Gender,Venue,Country_Entries,Event_ID,Source_URL
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 5,رجال سلاح الشيش - المبارزة 5,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,KUW",COM-2026-0695,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 6,رجال سلاح الشيش - المبارزة 6,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,QAT",COM-2026-0696,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 7,رجال سلاح الشيش - المبارزة 7,Pool#3,Scheduled,Men,Qatar Fencing Hall,"OMA,UAE",COM-2026-0697,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 8,رجال سلاح الشيش - المبارزة 8,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,KUW",COM-2026-0698,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 9,رجال سلاح الشيش - المبارزة 9,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,QAT",COM-2026-0699,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 10,رجال سلاح الشيش - المبارزة 10,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,UAE",COM-2026-0700,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 11,رجال سلاح الشيش - المبارزة 11,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KUW,OMA",COM-2026-0701,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 12,رجال سلاح الشيش - المبارزة 12,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,QAT",COM-2026-0702,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 13,رجال سلاح الشيش - المبارزة 13,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,UAE",COM-2026-0703,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 14,رجال سلاح الشيش - المبارزة 14,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,OMA",COM-2026-0704,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 15,رجال سلاح الشيش - المبارزة 15,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KUW,QAT",COM-2026-0705,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 16,رجال سلاح الشيش - المبارزة 16,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,UAE",COM-2026-0706,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 17,رجال سلاح الشيش - المبارزة 17,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,KSA",COM-2026-0707,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 18,رجال سلاح الشيش - المبارزة 18,Pool#3,Scheduled,Men,Qatar Fencing Hall,"OMA,QAT",COM-2026-0708,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 19,رجال سلاح الشيش - المبارزة 19,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KUW,UAE",COM-2026-0709,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 20,رجال سلاح الشيش - المبارزة 20,Pool#3,Scheduled,Men,Qatar Fencing Hall,"BRN,KSA",COM-2026-0710,https://gccgames.qa/frontend/schedule-competition
2026-05-13,12:45:00,15:45:00,180,Fencing,Men’s Foil Bout 21,رجال سلاح الشيش - المبارزة 21,Pool#3,Scheduled,Men,Qatar Fencing Hall,"KSA,OMA",COM-2026-0711,https://gccgames.qa/frontend/schedule-competition
2026-05-13,14:00:00,17:00:00,180,Fencing,Women's Épée Final Results,الايبيه نساء النتائج النهائية,Standing,Scheduled,Women,Aspire Dome,"KSA,KUW,OMA,UAE",COM-2026-0714,https://gccgames.qa/frontend/schedule-competition
2026-05-13,14:00:00,17:00:00,180,Fencing,Men's Foil Final Results,فلوريه رجال النتائج النهائية,Standing,Scheduled,Men,Aspire Dome,"OMA,QAT,UAE",COM-2026-0715,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:10:00,21:10:00,180,Fencing,Women's Foil Final Results,فلوريه سيدات النتائج النهائية,Standing,Official,Women,Aspire Dome,"KSA,OMA,UAE",COM-2026-0771,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:40:00,21:40:00,180,Fencing,Men's Épée Final Results,الايبيه رجال النتائج النهائية,,Official,Men,Aspire Dome,"KSA,OMA",COM-2026-0770,https://gccgames.qa/frontend/schedule-competition
2026-05-14,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 1,كرة اليد رجال - مباراة التصفيات 1,Qualification,Scheduled,Men,Duhail Handball Hall,"QAT,UAE",COM-2026-0515,https://gccgames.qa/frontend/schedule-competition
2026-05-15,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 2,كرة اليد رجال - مباراة التصفيات 2,Qualification,Scheduled,Men,Duhail Handball Hall,"BRN,KUW",COM-2026-0516,https://gccgames.qa/frontend/schedule-competition
2026-05-16,16:30:00,18:20:00,110,Handball,Men’s Qualification Match 3,كرة اليد رجال - مباراة التصفيات 3,Qualification,Scheduled,Men,Duhail Handball Hall,"KSA,UAE",COM-2026-0517,https://gccgames.qa/frontend/schedule-competition
2026-05-16,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 4,كرة اليد رجال - مباراة التصفيات 4,Qualification,Scheduled,Men,Duhail Handball Hall,"KUW,QAT",COM-2026-0518,https://gccgames.qa/frontend/schedule-competition
2026-05-18,16:30:00,18:20:00,110,Handball,Men’s Qualification Match 5,كرة اليد رجال - مباراة التصفيات 5,Qualification,Scheduled,Men,Duhail Handball Hall,"KUW,UAE",COM-2026-0519,https://gccgames.qa/frontend/schedule-competition
2026-05-18,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 6,كرة اليد رجال - مباراة التصفيات 6,Qualification,Scheduled,Men,Duhail Handball Hall,"BRN,KSA",COM-2026-0520,https://gccgames.qa/frontend/schedule-competition
2026-05-19,16:30:00,18:20:00,110,Handball,Men’s Qualification Match 7,كرة اليد رجال - مباراة التصفيات 7,Qualification,Scheduled,Men,Duhail Handball Hall,"KSA,KUW",COM-2026-0521,https://gccgames.qa/frontend/schedule-competition
2026-05-19,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 8,كرة اليد رجال - مباراة التصفيات 8,Qualification,Scheduled,Men,Duhail Handball Hall,"BRN,QAT",COM-2026-0522,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 9,كرة اليد رجال - مباراة التصفيات 9,Qualification,Scheduled,Men,Duhail Handball Hall,"BRN,UAE",COM-2026-0523,https://gccgames.qa/frontend/schedule-competition
2026-05-22,18:30:00,20:20:00,110,Handball,Men’s Qualification Match 10,كرة اليد رجال - مباراة التصفيات 10,Qualification,Scheduled,Men,Duhail Handball Hall,"KSA,QAT",COM-2026-0524,https://gccgames.qa/frontend/schedule-competition
2026-05-21,11:00:00,12:30:00,90,Karate,Men’s Kumite -60 kg,كوميتيه رجال -60 كجم,Qualification,Scheduled,Men,Aspire Dome,,COM-2026-0144,https://gccgames.qa/frontend/schedule-competition
2026-05-21,11:40:00,13:10:00,90,Karate,Men’s Kumite -67 kg,كوميتيه رجال -67 كجم,Qualification,Scheduled,Men,Aspire Dome,,COM-2026-0145,https://gccgames.qa/frontend/schedule-competition
2026-05-21,15:30:00,17:00:00,90,Karate,Men’s Kumite -75 kg,كوميتيه رجال -75 كجم,Qualification,Scheduled,Men,Aspire Dome,,COM-2026-0146,https://gccgames.qa/frontend/schedule-competition
2026-05-21,16:10:00,17:40:00,90,Karate,Men’s Kumite -84 kg,كوميتيه رجال -84 كجم,Qualification,Scheduled,Men,Aspire Dome,,COM-2026-0147,https://gccgames.qa/frontend/schedule-competition
2026-05-21,16:50:00,18:20:00,90,Karate,Men’s Kumite +84 kg,كوميتيه رجال +84 كجم,Qualification,Scheduled,Men,Aspire Dome,,COM-2026-0148,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:30:00,20:00:00,90,Karate,Men’s Kumite -60 kg,كوميتيه رجال -60 كجم,Final,Scheduled,Men,Aspire Dome,,COM-2026-0149,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:35:00,20:05:00,90,Karate,Men’s Kumite -67 kg,كوميتيه رجال -67 كجم,Final,Scheduled,Men,Aspire Dome,,COM-2026-0150,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:40:00,20:10:00,90,Karate,Men’s Kumite -75 kg,كوميتيه رجال -75 كجم,Final,Scheduled,Men,Aspire Dome,,COM-2026-0151,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:45:00,20:15:00,90,Karate,Men’s Kumite -84 kg,كوميتيه رجال -84 كجم,Final,Scheduled,Men,Aspire Dome,,COM-2026-0152,https://gccgames.qa/frontend/schedule-competition
2026-05-21,18:50:00,20:20:00,90,Karate,Men’s Kumite +84 kg,كوميتيه رجال +84 كجم,Final,Scheduled,Men,Aspire Dome,,COM-2026-0153,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0401,https://gccgames.qa/frontend/schedule-competition
2026-05-16,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0402,https://gccgames.qa/frontend/schedule-competition
2026-05-16,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0403,https://gccgames.qa/frontend/schedule-competition
2026-05-16,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0404,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0385,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0386,https://gccgames.qa/frontend/schedule-competition
2026-05-17,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0387,https://gccgames.qa/frontend/schedule-competition
2026-05-17,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0388,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0389,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0390,https://gccgames.qa/frontend/schedule-competition
2026-05-18,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0391,https://gccgames.qa/frontend/schedule-competition
2026-05-18,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0392,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0393,https://gccgames.qa/frontend/schedule-competition
2026-05-19,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0394,https://gccgames.qa/frontend/schedule-competition
2026-05-19,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0395,https://gccgames.qa/frontend/schedule-competition
2026-05-19,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0396,https://gccgames.qa/frontend/schedule-competition
2026-05-20,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0397,https://gccgames.qa/frontend/schedule-competition
2026-05-20,10:00:00,11:15:00,75,Padel,Women’s Preliminary Match,مباراة تمهيدية سيدات,Preliminary,Scheduled,Women,Aspire Dome,,COM-2026-0398,https://gccgames.qa/frontend/schedule-competition
2026-05-20,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0399,https://gccgames.qa/frontend/schedule-competition
2026-05-20,16:00:00,17:15:00,75,Padel,Men’s Preliminary Match,مباراة تمهيدية رجال,Preliminary,Scheduled,Men,Aspire Dome,,COM-2026-0400,https://gccgames.qa/frontend/schedule-competition
2026-05-14,8:30:00,10:30:00,120,Shooting,Men’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي رجال - تمهيدي,Qualification,Official,Men,Lusail Shooting Range,"BRN,KSA,KUW,QAT,UAE",COM-2026-0445,https://gccgames.qa/frontend/schedule-competition
2026-05-14,8:30:00,10:30:00,120,Shooting,Women’s Skeet 75 Targets Qualification,سكيت 75 طبق فردي سيدات - تمهيدي,Qualification,Official,Women,Lusail Shooting Range,"BRN,KUW,QAT",COM-2026-0446,https://gccgames.qa/frontend/schedule-competition
2026-05-15,9:30:00,11:00:00,90,Shooting,Men’s 10m Air Rifle Qualification,البندقية 10م هوائي رجال - تصفيات,Qualification,Scheduled,Men,Lusail Shooting Range,,COM-2026-0457,https://gccgames.qa/frontend/schedule-competition
2026-05-15,11:30:00,13:00:00,90,Shooting,Women’s 10m Air Rifle Qualification,البندقية 10م هوائي سيدات - تصفيات,Qualification,Scheduled,Women,Lusail Shooting Range,,COM-2026-0458,https://gccgames.qa/frontend/schedule-competition
2026-05-15,12:15:00,13:15:00,60,Shooting,Men’s 10m Air Rifle Final,نهائي البندقية 10م هوائي رجال,Final,Scheduled,Men,Lusail Shooting Range,,COM-2026-0459,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,14:00:00,60,Shooting,Women’s Skeet Final,نهائي سكيت فردي سيدات,Final,Scheduled,Women,Lusail Shooting Range,,COM-2026-0447,https://gccgames.qa/frontend/schedule-competition
2026-05-15,14:15:00,15:15:00,60,Shooting,Men’s Skeet Final,نهائي سكيت فردي رجال,Final,Scheduled,Men,Lusail Shooting Range,,COM-2026-0448,https://gccgames.qa/frontend/schedule-competition
2026-05-15,14:15:00,15:15:00,60,Shooting,Women’s 10m Air Rifle Final,نهائي البندقية 10م هوائي سيدات,Final,Scheduled,Women,Lusail Shooting Range,,COM-2026-0460,https://gccgames.qa/frontend/schedule-competition
2026-05-16,9:30:00,11:00:00,90,Shooting,Mixed 10m Air Rifle Qualification,البندقية 10م هوائي مختلط - تصفيات,Qualification,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0461,https://gccgames.qa/frontend/schedule-competition
2026-05-16,11:45:00,12:45:00,60,Shooting,Mixed 10m Air Rifle Final,نهائي البندقية 10م هوائي مختلط,Final,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0462,https://gccgames.qa/frontend/schedule-competition
2026-05-16,12:45:00,13:45:00,60,Shooting,Mixed Skeet Team Final,نهائي سكيت فرق مختلط,Final,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0449,https://gccgames.qa/frontend/schedule-competition
2026-05-18,8:30:00,10:30:00,120,Shooting,Men’s Trap 75 Targets Qualification,تراب 75 طبق فردي رجال - تمهيدي,Qualification,Scheduled,Men,Lusail Shooting Range,,COM-2026-0451,https://gccgames.qa/frontend/schedule-competition
2026-05-18,8:30:00,10:30:00,120,Shooting,Women’s Trap 75 Targets Qualification,تراب 75 طبق فردي سيدات - تمهيدي,Qualification,Scheduled,Women,Lusail Shooting Range,,COM-2026-0452,https://gccgames.qa/frontend/schedule-competition
2026-05-19,9:30:00,11:00:00,90,Shooting,Men’s 10m Air Pistol Qualification,المسدس 10م هوائي رجال - تصفيات,Qualification,Scheduled,Men,Lusail Shooting Range,,COM-2026-0464,https://gccgames.qa/frontend/schedule-competition
2026-05-19,11:30:00,13:00:00,90,Shooting,Women’s 10m Air Pistol Qualification,المسدس 10م هوائي سيدات - تصفيات,Qualification,Scheduled,Women,Lusail Shooting Range,,COM-2026-0465,https://gccgames.qa/frontend/schedule-competition
2026-05-19,12:00:00,13:00:00,60,Shooting,Women’s Trap Final,نهائي تراب فردي سيدات,Final,Scheduled,Women,Lusail Shooting Range,,COM-2026-0453,https://gccgames.qa/frontend/schedule-competition
2026-05-19,12:15:00,13:15:00,60,Shooting,Men’s 10m Air Pistol Final,نهائي المسدس 10م هوائي رجال,Final,Scheduled,Men,Lusail Shooting Range,,COM-2026-0466,https://gccgames.qa/frontend/schedule-competition
2026-05-19,13:15:00,14:15:00,60,Shooting,Men’s Trap Final,نهائي تراب فردي رجال,Final,Scheduled,Men,Lusail Shooting Range,,COM-2026-0454,https://gccgames.qa/frontend/schedule-competition
2026-05-19,14:15:00,15:15:00,60,Shooting,Women’s 10m Air Pistol Final,نهائي المسدس 10م هوائي سيدات,Final,Scheduled,Women,Lusail Shooting Range,,COM-2026-0467,https://gccgames.qa/frontend/schedule-competition
2026-05-20,9:30:00,11:00:00,90,Shooting,Mixed 10m Air Pistol Qualification,المسدس 10م هوائي مختلط - تصفيات,Qualification,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0468,https://gccgames.qa/frontend/schedule-competition
2026-05-20,11:45:00,12:45:00,60,Shooting,Mixed 10m Air Pistol Final,نهائي المسدس 10م هوائي مختلط,Final,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0469,https://gccgames.qa/frontend/schedule-competition
2026-05-20,12:45:00,13:45:00,60,Shooting,Mixed Trap Team Final,نهائي تراب فرق مختلط,Final,Scheduled,Mixed,Lusail Shooting Range,,COM-2026-0455,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,Match 1 - 6 كرات فردي رجال - المباراة الاولى,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,OMA",COM-2026-0241,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,Match 2 - 6 كرات فردي رجال - المباراة الثانية,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,KUW",COM-2026-0242,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,Match 3 - 6 كرات فردي رجال - المباراة 3,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,KSA",COM-2026-0243,https://gccgames.qa/frontend/schedule-competition
2026-05-15,13:00:00,15:00:00,120,Snooker,Men’s 6-Red Singles,Match 4 - 6 كرات فردي رجال - المباراة 4,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,UAE",COM-2026-0244,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,Match 5 - 6 كرات فردي رجال - مباراة 5,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"OMA,QAT",COM-2026-0245,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,Match 6 - 6 كرات فردي رجال - مباراة 6,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,UAE",COM-2026-0246,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,Match 7 - 6 كرات فردي رجال - المباراة 7,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,QAT",COM-2026-0247,https://gccgames.qa/frontend/schedule-competition
2026-05-15,15:00:00,17:00:00,120,Snooker,Men’s 6-Red Singles,Match 8 - 6 كرات فردي رجال - المباراة 8,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"OMA,UAE",COM-2026-0248,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,Match 9 - 6 كرات فردي رجال - المبارة 9,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,QAT",COM-2026-0249,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,Match 10 - 6 كرات فردي رجال - المباراة 10,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,UAE",COM-2026-0250,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,Match 11 - 6 كرات فردي رجال - المباراة 11,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,QAT",COM-2026-0251,https://gccgames.qa/frontend/schedule-competition
2026-05-15,17:00:00,19:00:00,120,Snooker,Men’s 6-Red Singles,Match 12 - 6 كرات فردي رجال - المباراة 12,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,OMA",COM-2026-0252,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,Match 1 - فردي رجال - المباراة 1,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,OMA",COM-2026-0260,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,Match 2 - فردي رجال - المباراة 2,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,OMA",COM-2026-0261,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,Match 3 - فردي رجال - المباراة 3,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,QAT",COM-2026-0262,https://gccgames.qa/frontend/schedule-competition
2026-05-17,10:00:00,12:00:00,120,Snooker,Men’s Singles,Match 4 - فردي رجال - المباراة 4,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,UAE",COM-2026-0263,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,Match 5 - فردي رجال - المباراة 5,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,QAT",COM-2026-0264,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,Match 6 - فردي رجال - المباراة 6,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,UAE",COM-2026-0265,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,Match 7 - فردي رجال - مباراة 7,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,KSA",COM-2026-0266,https://gccgames.qa/frontend/schedule-competition
2026-05-17,13:00:00,15:00:00,120,Snooker,Men’s Singles,Match 8 - فردي رجال- مباراة 8,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,UAE",COM-2026-0267,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,Match 9 - فردي رجال - مباراة 9,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"OMA,QAT",COM-2026-0268,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,Match 10 - فردي رجال - مباراة 10,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"OMA,UAE",COM-2026-0269,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,Match 11 - فردي رجال- مباراة 11,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,QAT",COM-2026-0270,https://gccgames.qa/frontend/schedule-competition
2026-05-17,15:00:00,17:00:00,120,Snooker,Men’s Singles,Match 12 - فردي رجال - مباراة 12,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KUW,QAT",COM-2026-0271,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,Round of 8 - فردي رجال - دوري الثمانية,Quarter Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0272,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,Round of 8 - فردي رجال - دوري الثمانية,Quarter Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0273,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,Round of 8 - فردي رجال - دوري الثمانية,Quarter Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0274,https://gccgames.qa/frontend/schedule-competition
2026-05-17,18:00:00,20:00:00,120,Snooker,Men’s Singles,Round of 8 - فردي رجال - دوري الثمانية,Quarter Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0275,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,12:00:00,120,Snooker,Men’s Singles,Semi Final - فردي رجال - النصف نهائي,Semi Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0276,https://gccgames.qa/frontend/schedule-competition
2026-05-18,10:00:00,12:00:00,120,Snooker,Men’s Singles,Semi Final - فردي رجال - النصف نهائي,Semi Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0277,https://gccgames.qa/frontend/schedule-competition
2026-05-18,13:00:00,15:00:00,120,Snooker,Men’s Singles,Final - فردي رجال - النهائي,Final,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,,COM-2026-0278,https://gccgames.qa/frontend/schedule-competition
2026-05-18,16:00:00,19:00:00,180,Snooker,Men’s Team,Match 1 - فرق رجال - المباراة 1,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"KSA,KUW",COM-2026-0279,https://gccgames.qa/frontend/schedule-competition
2026-05-18,16:00:00,19:00:00,180,Snooker,Men’s Team,Match 2 - فرق رجال - المباراة 2,Qualification,Scheduled,Men,Qatar Billiards & Snooker Federation Hall,"BRN,OMA",COM-2026-0280,https://gccgames.qa/frontend/schedule-competition
