Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Qatar (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 1,رجال - نصف النهائي مباراة 1,Semi-Final,Men,,,21.0,,,,,,Regular Time:21 | Overtime:0,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0488
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 1,رجال - نصف النهائي مباراة 1,Semi-Final,Men,,,11.0,,,,,,Regular Time:11 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0488
Bahrain (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 2,رجال - نصف النهائي مباراة 2,Semi-Final,Men,,,21.0,,,,,,Regular Time:21 | Overtime:0,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0489
United Arab Emirates (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Semi-Final Game 2,رجال - نصف النهائي مباراة 2,Semi-Final,Men,,,8.0,,,,,,Regular Time:8 | Overtime:0,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0489
Qatar (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Bronze Medal Game,سيدات - مباراة الميدالية البرونزية,Bronze Medal Game,Women,,,11.0,,,,,,Regular Time:11 | Overtime:0,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0490
Kuwait (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Bronze Medal Game,سيدات - مباراة الميدالية البرونزية,Bronze Medal Game,Women,,,9.0,,,,,,Regular Time:9 | Overtime:0,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0490
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Bronze Medal Game,رجال - مباراة الميدالية البرونزية,Bronze Medal Game,Men,,,13.0,,,,,,Regular Time:13 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0491
United Arab Emirates (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Bronze Medal Game,رجال - مباراة الميدالية البرونزية,Bronze Medal Game,Men,,,9.0,,,,,,Regular Time:9 | Overtime:0,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0491
Saudi Arabia (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Final,سيدات - النهائي,Final,Women,,,17.0,,,,,,Regular Time:17 | Overtime:0,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0492
Bahrain (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women’s Final,سيدات - النهائي,Final,Women,,,22.0,,,,,,Regular Time:22 | Overtime:0,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0492
Qatar (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Final,رجال - النهائي,Final,Men,,,20.0,,,,,,Regular Time:20 | Overtime:0,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0493
Bahrain (Team),Basketball 3x3,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s Final,رجال - النهائي,Final,Men,,,12.0,,,,,,Regular Time:12 | Overtime:0,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/basketball-3x3/COM-2026-0493
Sulaiman Gholoum,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 2,كرات فردي رجال 10   مباراة رقم 2,Qualification,Men,,,7.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0190
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 2,كرات فردي رجال 10   مباراة رقم 2,Qualification,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0190
Husain Ali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 7,كرات فردي رجال 10 مباراة رقم 7,Qualification,Men,,,7.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0191
Meshari Bouhaimed,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 7,كرات فردي رجال 10 مباراة رقم 7,Qualification,Men,,,5.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0191
Bashar Husain,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 11,11 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0192
Khalid Alzarooni,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 11,11 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0192
Ali Alobaidali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 9,9 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0193
Sulaiman Gholoum,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 9,9 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0193
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 12,12 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0194
Husain Ali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 12,12 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0194
Haider Ali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 10,10 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,2.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0195
Mahmoud Charif,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 10,10 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0195
Abdulaziz Alamoudi,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 17,17 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0196
Husain Yaqoob,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 17,17 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0196
Meshari Bouhaimed,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 20,20 كرات فردي رجال 10 مبارات رقم,Qualification,Men,,,5.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0197
Sulaiman Gholoum,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 20,20 كرات فردي رجال 10 مبارات رقم,Qualification,Men,,,6.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0197
Mahmoud Charif,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 21,21 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0198
Ali Alobaidali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 21,21 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0198
Mohammed Baabad,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 22,22 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0199
Khalid Alzarooni,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 22,22 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0199
Husain Yaqoob,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 23,23 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0200
Bashar Husain,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 23,23 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0200
Sulaiman Gholoum,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 24,24 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0202
Haider Yaqoob,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 24,24 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,2.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0202
Ali Alobaidali,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 25,25 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,1,6.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0203
Bashar Husain,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 25,25 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,2,4.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0203
Khalid Alzarooni,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 26,26 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0204
Sulaiman Gholoum,Billiards,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Match No 26,26 كرات فردي رجال 10 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0204
Mahmoud Charif,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,3,2.0,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0208
Ali Alobaidali,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,,7.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0208
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,,5.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0209
Sulaiman Gholoum,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Semi-final,كرات فردي رجال 10 النصف النهائي,Semi Final,Men,,3,4.0,B,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0209
Ali Alobaidali,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Final,كرات فردي رجال 10 النهائي,Final,Men,,2,5.0,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0210
Mohammed Baabad,Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Singles Final,كرات فردي رجال 10 النهائي,Final,Men,,1,7.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0210
United Arab Emirates (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 2,2 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0211
Bahrain (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 2,2 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,2.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0211
United Arab Emirates (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 5,5 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0212
Qatar (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 5,5 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0212
Saudi Arabia (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 6,6 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0213
Kuwait (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 6,6 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0213
Bahrain (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 9,9 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0214
Kuwait (Team),Billiards,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Match No 9,9 كرات زوجي رجال 10 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0214
Saudi Arabia (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,4,4.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0217
Qatar (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,,7.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0217
United Arab Emirates (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,3,6.0,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0218
Kuwait (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Semi-final,كرات زوجي رجال 10 النصف النهائي,Semi Final,Men,,,7.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0218
Qatar (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Final,كرات زوجي رجال 10 النهائي,Final,Men,,1,7.0,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0219
Kuwait (Team),Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 10-Ball Doubles Final,كرات زوجي رجال 10 النهائي,Final,Men,,2,1.0,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0219
Haider Ali,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 2,2 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0220
Meshari Bouhaimed,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 2,2 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0220
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 7,7 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0221
Husain Ali,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 7,7 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0221
Bashar Husain,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 9,9 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0222
Haider Yaqoob,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 9,9 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0222
Khalid Alzarooni,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 10,10 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0223
Mohammed Baabad,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 10,10 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0223
Mahmoud Charif,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 11,11 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0224
Meshaal Turki,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 11,11 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0224
Sulaiman Gholoum,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 12,12 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,9.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0225
Husain Yaqoob,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 12,12 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0225
Meshari Bouhaimed,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 17,17 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0226
Husain Yaqoob,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 17,17 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0226
Haider Ali,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 20,20 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0227
Abdulaziz Alamoudi,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 20,20 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,7.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0227
Bashar Husain,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 21,21 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0228
Khalid Alzarooni,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 21,21 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0228
Sulaiman Gholoum,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 22,كرات فردي رجال 9 مباراة رقم 22,Qualification,Men,,4,6.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0229
Mahmoud Charif,Billiards,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 22,كرات فردي رجال 9 مباراة رقم 22,Qualification,Men,,,9.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0229
Husain Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 23,23 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0232
Meshaal Turki,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 23,23 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,6.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0232
Haider Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 24,24 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0233
Mohammed Baabad,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 24,24 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0233
Husain Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 25,25 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0234
Khalid Alzarooni,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 25,25 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,4.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0234
Haider Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 26,26 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,8.0,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0235
Sulaiman Gholoum,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Match No 26,26 كرات فردي رجال 9 مباراة رقم,Qualification,Men,,,5.0,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0235
Husain Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Semi Final,Men,,4,0,B,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0236
Mahmoud Charif,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Semi Final,Men,,,8.0,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0236
Haider Yaqoob,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Semi Final,Men,,3,6.0,B,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0237
Bashar Husain,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Semi-final,كرات فردي رجال 9 النصف النهائي,Semi Final,Men,,,8.0,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0237
Mahmoud Charif,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Final,كرات فردي رجال 9 النهائي,Final,Men,,1,8.0,G,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0238
Bashar Husain,Billiards,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 9-Ball Singles Final,كرات فردي رجال 9 النهائي,Final,Men,,2,6.0,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/billiards/COM-2026-0238
