Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Mabrook Jahzah,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 5000m Race Walk,5000 متر مشي رجال,Final,Men,,1,24:21.75,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0021
Ayoob SARWASHI,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 5000m Race Walk,5000 متر مشي رجال,Final,Men,,3,34:13.80,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0021
Issa Ahmed,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 5000m Race Walk,5000 متر مشي رجال,Final,Men,,2,32:27.68,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0021
Mariam Almatar,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres Hurdles,100 متر حواجز سيدات,Heptathlon,Women,,3,16.86,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0025
Aljazi Farhan,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres Hurdles,100 متر حواجز سيدات,Heptathlon,Women,,2,16.08,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0025
Sarah Alhilal,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres Hurdles,100 متر حواجز سيدات,Heptathlon,Women,,1,15.60,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0025
Mariam Almatar,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s High Jump,الوثب العالي سيدات,Heptathlon,Women,,2,1.45,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0077
Aljazi Farhan,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s High Jump,الوثب العالي سيدات,Heptathlon,Women,,1,1.45,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0077
Sarah Alhilal,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s High Jump,الوثب العالي سيدات,Heptathlon,Women,,3,1.39,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0077
Sarah Alhilal,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Shot Put,دفع الجلة سيدات,Heptathlon,Women,,3,8.71,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0716
Aljazi Farhan,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Shot Put,دفع الجلة سيدات,Heptathlon,Women,,1,10.17,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0716
Mariam Almatar,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Shot Put,دفع الجلة سيدات,Heptathlon,Women,,2,9.59,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0716
Hussain Alhizam,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Final,Men,,2,5.50,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0717
Zakaria Ibrahim,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Final,Men,,4,4.60,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0717
Mohammed Alqudaihi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Final,Men,,3,5,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0717
Seifeldin Abdelsalam,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Pole Vault,القفز بالزانة رجال,Final,Men,,1,5.55,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0717
Shahd Mohamed,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100M Hurdles,100 متر حواجز سيدات,Final,Women,,3,22.53,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0718
Aljazi Farhan,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100M Hurdles,100 متر حواجز سيدات,Final,Women,,2,16.21,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0718
Sara Ali,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100M Hurdles,100 متر حواجز سيدات,Final,Women,,1,13.87,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0718
Shahd Mohamed,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Final,Women,,4,4.60,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0719
Mazoon Al Alawi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Final,Women,,1,5.72,G,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0719
Aisha Alkhedher,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Final,Women,,2,5.53,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0719
Salma Almarri,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Final,Women,,,,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0719
Salma Hamid,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Final,Women,,3,4.88,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0719
Salma Almarri,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Discus Throw,رمي القرص سيدات,Final,Women,,3,44.08,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0720
Noora Jasim,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Discus Throw,رمي القرص سيدات,Final,Women,,2,44.43,S,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0720
Fatima Alhosani,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s Discus Throw,رمي القرص سيدات,Final,Women,,1,48.37,G,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0720
Nelly Korir,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Final,Women,,1,2:00.54,G,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0721
Ruqayya Almarzooqi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Final,Women,,5,2:26.89,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0721
Meryem Salek,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Final,Women,,3,2:20.23,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0721
Amal Alroumi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Final,Women,,4,2:21.44,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0721
Zenab Mahamat,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Final,Women,,2,2:09.18,S,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0721
Ahmed Altaruti,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,3,2.09,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Khaled Alobaidli,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,6,1.95,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Abdulrahman Almalki,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,5,2.05,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Fatak Bait Jaboob,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,1,2.16,G,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Mohammad Alduaij,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,6,1.90,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Mutaz Barsham,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,2,2.16,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Ahmed Mohamoud,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s High Jump,الوثب العالي رجال,Final,Men,,4,2.05,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0722
Faisal Maghrabi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,4,1:49.22,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Saud Alzaabi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,6,DNS,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Mubarik Said,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,3,1:48.67,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Musaad Alsubaie,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,5,1:49.71,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Ebrahim Alzofairi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,1,1:47.98 ,G,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Hatim Aitoulghazi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 800 Metres,800 متر رجال,Final,Men,,2,1:48.48,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0723
Mohammed Tolu,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Shot Put,دفع الجلة رجال,Final,Men,,1,19.21,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0724
Djibrine Ahmat,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Shot Put,دفع الجلة رجال,Final,Men,,4,18.28,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0724
Abdelrahman Mahmoud,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Shot Put,دفع الجلة رجال,Final,Men,,3,18.48,B,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0724
Hamza Souissi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Shot Put,دفع الجلة رجال,Final,Men,,2,18.55,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0724
Zakaria Elahlaami,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 3000M Steeplechase,3000 متر موانع رجال,Final,Men,,1,8:35.13,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0725
Yaser Bagharab,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 3000M Steeplechase,3000 متر موانع رجال,Final,Men,,2,9:08.58,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0725
Sarah Alhilal,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 200 Metres,200 متر سيدات,Heptathlon,Women,,2,27.22,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0726
Aljazi Farhan,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 200 Metres,200 متر سيدات,Heptathlon,Women,,1,26.61,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0726
Mariam Almatar,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 200 Metres,200 متر سيدات,Heptathlon,Women,,3,28.95,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0726
Hebah Omar,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,4,11.97,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Fatma Alblooshi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,8,12.73,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Raihanah Garoubah,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,1,11.35,G,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Azza Al Yaarubi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,6,12.15,,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Lujain Alhumaid,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Dana Salem,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,3,11.74,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Layla Kamal,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,2,11.38,S,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Mazoon Al Alawi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Women’s 100 Metres,100 متر سيدات,Final,Women,,5,12.11,,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0727
Malham Al Balushi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,2,10.28,S,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Abdullah Mohammed,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,6,10.54,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Abdullahi Moshood,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,5,10.45,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Salah Yunis,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,7,10.60,,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Abdulaziz Atafi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,3,10.37,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Ali Al Balushi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,1,10.13,G,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Naseib Alzaabi,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,8,11.14,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Ali Haji,Athletics,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s 100 Metres,100 متر رجال,Final,Men,,4,10.38,,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0728
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Heptathlon,Women,,2,5.02,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0789
Aljazi Farhan,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Heptathlon,Women,,1,5.04,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0789
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Long Jump,الوثب الطويل سيدات,Heptathlon,Women,,3,4.84,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0789
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Javelin Throw,رمي الرمح سيدات,Heptathlon,Women,,3,24.52,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0730
Aljazi Farhan,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Javelin Throw,رمي الرمح سيدات,Heptathlon,Women,,1,26.79,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0730
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Javelin Throw,رمي الرمح سيدات,Heptathlon,Women,,2,24.58,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0730
Alyaziah Doei,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Pole Vault,القفز بالزانة سيدات,Final,Women,,3,2.80,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0731
Samar Mansouri,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Pole Vault,القفز بالزانة سيدات,Final,Women,,1,3.30,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0731
Shahad Mubaker,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s Pole Vault,القفز بالزانة سيدات,Final,Women,,2,3.25,S,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0731
Ahmed Elsify,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,3,65.89,B,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Mohammed Aldubaisi,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,2,69.36,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Nasser Alkatheeri,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,6,54.66,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Mubeen Al Kindi,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,4,64.90,,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Ashraf Elseify,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,1,70.18,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Talal Alrushoud,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,5,60.25,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Mohamad Omar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Hammer Throw,رمي المطرقة رجال,Final,Men,,6,54.83,,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0732
Sami Bakheet,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,3,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Abdullah Alazemi,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,2,7.35,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Ahmed Altaruti,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Long Jump,الوثب الطويل رجال,Final,Men,,1,7.45,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0733
Oumar Abakar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 110M Hurdles,110 متر حواجز رجال,Final,Men,,2,14.08,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0734
Yaqoub Alyouha,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 110M Hurdles,110 متر حواجز رجال,Final,Men,,1,13.67,G,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0734
Salem Bakheet,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 110M Hurdles,110 متر حواجز رجال,Final,Men,,3,15.02,B,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0734
Aisha Abdullah,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 400 Metres,400 متر سيدات,Final,Women,,2,53.69,S,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0735
Hanaa Al Qassimi,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 400 Metres,400 متر سيدات,Final,Women,,3,1:00.17,B,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0735
Oluwakemi Adekoya,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 400 Metres,400 متر سيدات,Final,Women,,1,51.87,G,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0735
Ashraf Osman,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 400 Metres,400 متر رجال,Final,Men,,2,45.71,S,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0736
Ahmed Aal Abdulsalam,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 400 Metres,400 متر رجال,Final,Men,,3,48.88,B,,,,,,Official,OMA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0736
Ammar Ibrahim,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 400 Metres,400 متر رجال,Final,Men,,1,45.51,G,,,,,,Official,QAT,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0736
Ali Abdelghani,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Final,Men,,1,72.04,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0737
Nasser Alkatheeri,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Final,Men,,3,24.74,B,,,,,,Official,UAE,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0737
Abdulrahman Alazemi,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s Javelin Throw,رمي الرمح رجال,Final,Men,,2,68.27,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0737
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,2,2:38.23,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Aljazi Farhan,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,3,2:47.55,,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Women’s 800 Metres,800 متر سيدات,Heptathlon,Women,,1,2:27.63,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0738
Sarah Alhilal,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,1,4067,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Aljazi Farhan,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,2,4031,S,,,,,,Official,KUW,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Mariam Almatar,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,HEPTATHLON WOMEN (Combined),سباعي السيدات (مجمع),Final,Women,,3,3721,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0790
Dawit Admasu,Athletics,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 10000 Metres,سباق 10000 متر رجال,Final,Men,,2,30:41.11,S,,,,,,Official,BRN,GCC API,https://gccgames.qa/frontend/sport/athletics/COM-2026-0792
