Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Khamis Alobaidali,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 9 - 6 كرات فردي رجال - المبارة 9,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0249
Ammar Taqi,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 9 - 6 كرات فردي رجال - المبارة 9,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0249
Mohammad Shihab,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 10 - 6 كرات فردي رجال - المباراة 10,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0250
Abdullah Alshammari,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 10 - 6 كرات فردي رجال - المباراة 10,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0250
Nisar Saifuddin,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 11 - 6 كرات فردي رجال - المباراة 11,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0251
Ayman Alamri,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 11 - 6 كرات فردي رجال - المباراة 11,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0251
Ahmed Al Khusaibi,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 12 - 6 كرات فردي رجال - المباراة 12,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0252
Habib Humood,Snooker,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men’s 6-Red Singles,Match 12 - 6 كرات فردي رجال - المباراة 12,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0252
Ammar Taqi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 1 - فردي رجال - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0260
Sami Al Hamrashdi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 1 - فردي رجال - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0260
Ahmed Al Khusaibi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 2 - فردي رجال - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0261
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 2 - فردي رجال - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0261
Nisar Saifuddin,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 3 - فردي رجال - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0262
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 3 - فردي رجال - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0262
Khalil Busaif,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 4 - فردي رجال - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0263
Khalid Al Kamali,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 4 - فردي رجال - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0263
Ali Al Obaidli,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 5 - فردي رجال - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0264
Ammar Taqi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 5 - فردي رجال - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0264
Mohammad Shihab,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 6 - فردي رجال - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0265
Abdullah Alshammari,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 6 - فردي رجال - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0265
Habib Humood,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 7 - فردي رجال - مباراة 7,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0266
Ziyad Alqabbani,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 7 - فردي رجال - مباراة 7,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0266
Ahmad Abul,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 8 - فردي رجال- مباراة 8,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0267
Khalid Al Kamali,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 8 - فردي رجال- مباراة 8,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0267
Ali Al Obaidli,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 9 - فردي رجال - مباراة 9,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0268
Qasim Al Balushi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 9 - فردي رجال - مباراة 9,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0268
Mohammad Shihab,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 10 - فردي رجال - مباراة 10,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0269
Ahmed Al Khusaibi,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 10 - فردي رجال - مباراة 10,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0269
Habib Humood,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 11 - فردي رجال- مباراة 11,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0270
Nisar Saifuddin,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 11 - فردي رجال- مباراة 11,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0270
Ahmad Abul,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 12 - فردي رجال - مباراة 12,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0271
Nisar Saifuddin,Snooker,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles,Match 12 - فردي رجال - مباراة 12,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0271
Kuwait (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 1 - فرق رجال - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0279
Saudi Arabia (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 1 - فرق رجال - المباراة 1,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0279
Bahrain (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 2 - فرق رجال - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0280
Oman (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 2 - فرق رجال - المباراة 2,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0280
Qatar (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 3 - فرق رجال - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0281
Saudi Arabia (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 3 - فرق رجال - المباراة 3,Qualification,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0281
United Arab Emirates (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 4 - فرق رجال - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0282
Oman (Team),Snooker,2026-05-18,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 4 - فرق رجال - المباراة 4,Qualification,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0282
Qatar (Team),Snooker,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 5 - فرق رجال - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0285
Kuwait (Team),Snooker,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 5 - فرق رجال - المباراة 5,Qualification,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0285
United Arab Emirates (Team),Snooker,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 6 - فرق رجال - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0286
Bahrain (Team),Snooker,2026-05-19,4th GCC Games Doha 2026,GCC Games,,Men’s Team,Match 6 - فرق رجال - المباراة 6,Qualification,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/snooker/COM-2026-0286
Hamed Al Hasani,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,men 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Saud Ghali,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,men 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Saadeddin Saadeddin,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,men 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Robert Bonsall,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,men 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Ghanem Alsulhi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,men 800m Freestyle Heat 1,سباحة 800م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0494
Emad Alsibyani,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Saud Ghali,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Mohamed Mohamed,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Khaled Alotaibi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Sayed Ahmed Alawi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200m Individual Medley Heat 1,سباحة 200م متنوع بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0495
Humood Alhumood,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Suhail Alhanaee,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Hussein Abdelsalam,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Mikhail Arkhangelskiy,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Ali Tamer Hassan,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Emad Addin  Zaben,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Tameem Elhamayda,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Abdulla Jamal,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Mashal Al Kulaibi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Mohammed Al Wahaibi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 50m Freestyle Heat 1,سباحة 50م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0496
Mohammed Al Wahaibi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Eid Almujaini,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ahmed Helal,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Abdullah Sultan,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ali Alessa,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Abdalla Elghamry,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Tameem Elhamayda,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ali Alabdlwahab,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Abdulmuhsen Altaho,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ahmed  Almueibid,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Mohammad Alotaibi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Emile Fouzai,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Mohammed Alzaki,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Soud Alenezi,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Ahmed Theibich,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Hamed Al Hasani,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Ghanem Alsulhi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Khaled Alotaibi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Emile Fouzai,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Saadeddin Saadeddin,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Robert Bonsall,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Saud Alshamroukh,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Ahmed  Almueibid,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Sayed Ahmed Alawi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Suhail Alhanaee,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Saud Ghali,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Mohammed Alotaibi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Mohamed  Mahmoud,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Hamza Shalan,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Abdulla Jamal,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,BRN,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Emad  Alsibiani,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Humood Alhumood,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,KUW,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Mashal Al Kulaibi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,OMA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Mohamed Aziz  Ismail,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,QAT,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Hussein Abdelsalam,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة بنين - الجولة 1,Heats,Men,,,,,,,,,,Scheduled,UAE,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
